QUEST_20150317_000001	Please select the user requiring a quest update.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM
QUEST_20150729_002384	$In the end, Goddess Ausrine, in exchange for giving income and an interesting life full of mystery to a certain gambler from Klaipeda, gave the city of Klaipeda a beautiful Goddess Statue, and a tale to last for times to come.{nl} {nl}	 결국, 아우슈리네 여신께서는 클라페다의 한 내기꾼의 삶에서 내기를 거둬가시는 대신에 흥미 가득한 수수께끼로 가득찬 인생을 선물하시고, 클라페다에는 아름다운 여신상 하나를, 세상에 오래 회자될 이야기 하나를 남겨두신 셈입니다.				클라페다의 내기꾼
QUEST_20150730_002385	$Magic Doll	주술인형				
QUEST_20150730_002386	{memo X}$The Gravekeeper's Magic Doll has shut down the barrier!	묘지기의 주술인형이 결계를 해제했다!				주술인형
QUEST_20150803_002387	$You need the key that fits the box	상자에 맞는 열쇠가 필요하다.	QUEST_20150317_000040	{memo X}The box requires a matching key.	상자에 맞는 열쇠가 필요합니다.	
QUEST_20150803_002388	$Another headache… I have a headache. Just go back and don't worry about me. {nl}Ah, the beautiful flowers are coming…	또 두통이.. 아이고 머리야. 내 걱정은 말고 그냥 돌아가시오. {nl}아, 예쁜 꽃들이 몰려오는구먼.	QUEST_20150317_000073	{memo X}Please, forget about me and just leave. {nl}The flowers seem to be coming along beautifully.	내 걱정은 말고 그냥 돌아가시오.{nl}아, 예쁜 꽃들이 몰려오는구먼.	기록관 요나스
QUEST_20150803_002389	$Eternal life… {nl}I continue to live by the authority of Goddess Ausrine.{nl}	영생이라.. {nl}난 아우슈리네 여신의 권능으로 생을 이어오고 있지.{nl}	QUEST_20150729_002293	{memo X}$Eternal life…{nl}Through the Goddess Ausrine's power, my life extends for every Owl Statue I sculpt.{nl}If this old body of mine can give her strength and help the world then I am determined to carry on forever. 	영생이라..{nl}나는 아우슈리네 여신님의 권능으로 부엉이 조각상을 하나 세울 때마다 삶을 연장받게 되었지.{nl}이 늙은 몸이라도 여신님께 힘이 되고 세상에 도움이 된다면 언제까지고 해내야겠다고 생각한다오.	조각가 테슬라
QUEST_20150803_002390	$The death moves away from me whenever I set Owl Sculptures that guide the spirits.{nl}Even if an old person like me could be helpful to the Goddess and the world, I should live an eternal life.	영혼을 인도하는 부엉이 조각상을 세울 때 마다 죽음은 내게서 멀어진다오.{nl}이 늙은 몸이라도 여신께 힘이 되고 세상에 도움이 된다면 언제까지고 계속해야한다고 생각한다오.				조각가 테슬라
QUEST_20150803_002391	{memo X}$Are you interested in eternal life?{nl}We necromancers control the dead so it's easy to figure out.{nl}	너도 영생에 관심이 있는 건가?{nl}우리 네크로맨서들은 죽은 자를 다루니 거꾸로 생각하면 쉬운 일이지.{nl}	QUEST_20150729_002294	{memo X}$Are you interested in everlasting life?{nl}Since necromancers deal with the dead, they can sense life forces, and, depending on their ability, manipulate it. {nl}If you are as good as I am, absorbing that life force to extend your own is possible.	너도 영생에 관심이 있는건가?{nl}네크로맨서들은 죽은 자를 다루니까 생명력이라는 것을 느낄 수도 있고 실력에 따라서 조금은 다룰 수도 있지.{nl}나정도 실력이 되면 그 생명력을 흡수해서 수명을 연장시키는 일도 가능한거야.	네크로맨서 마스터
QUEST_20150803_002392	$Absorbing another's vitality and extending one's own life is possible for me.{nl}But, it's not possible for humans.	나 정도는 되야 생명력을 흡수해서 수명을 연장하는 일도 가능한 거야.{nl}하지만 금기라는 것도 있지. 인간 말이다.				네크로맨서 마스터
QUEST_20150803_002393	$Are you curious as to how I obtained eternal life?{nl}If stilled time is eternal, then you can consider it life everlasting.{nl}	제가 영생하고 있는 방법에 대해서 궁금하신 모양이군요.{nl}시간을 멈춰두는 것도 영원하다면 영원하다 할 수 있겠지요.{nl}	QUEST_20150729_002295	{memo X}$Are you curious as to how I obtained eternal life?{nl}If stilled time is eternal, then you can consider it life everlasting.{nl}By stopping time I maintain a body that is neither aging nor dying.{nl}Whether or not quiescence can be described as eternal, I do not have an answer.	제가 영생하고 있는 방법에 대해서 궁금하신 모양이군요.{nl}시간을 멈춰둔 것도 영원하다면 영원하다 할 수 있겠지요.{nl}저는 신체의 시간을 멈추는 것으로 늙지도 죽지도 않는 몸을 유지하고 있답니다.{nl}과연 그대로 멈춰서 정지한 것이 영원한 것이라고 표현할 수 있을지는 모르겠지만요.	크로노맨서 마스터
QUEST_20150803_002394	$I maintain a body that neither ages nor dies by stopping its time.{nl}I guess you could say its the same as being eternal.	저는 신체의 시간을 멈추는 것으로 늙지도 죽지도 않는 몸을 유지하고 있답니다.{nl}과연 그대로 멈춰서 정지한 것이 영원한 것이라고 표현할 수 있을지는 모르겠지만요.				크로노맨서 마스터
QUEST_20150803_002395	$What are you doing right now?	지금 뭐하시는 거죠?				
QUEST_20150803_002396	$Wait. I will search with Monocle.	잠깐만 모노클로 탐색 해볼게.				도굴꾼 아만다
QUEST_20150803_002397	{memo X}$Monocle detected the special power. It's that way.	모노클이 특별한 힘을 탐색했어. 저쪽이야.				도굴꾼 아만다
QUEST_20150803_002398	{memo X}$There is a manager that manages the Great Earth Fortress and you need a verification ticket in order to go to the next region.	대지의 요새를 관리하는 관리인이 있고, 다음 구역으로 가려면 인증표가 필요하단 말이지.				도굴꾼 아만다
QUEST_20150803_002399	$Leave me a note so I can also make a verification ticket.	나도 인증표를 만들 수 있도록 쪽지를 남겨줘.				도굴꾼 아만다
QUEST_20150803_002400	$When the greed and arrogance of people reach the end, the sacred tree that sleeps underground will awaken.{nl}It will punish the arrogant and take away everything they've achieved.	인간들의 욕심과 오만에 그 끝에 달할 때, 지하에 잠들어 있던 성스러운 나무가 깨어날지어다.{nl}깨어난 성스러운 나무는 그 신성한 이름으로 오만한 자들을 벌하고 그들이 이룬 모든 것을 앗아가리라.	QUEST_20150729_002305	{memo X}When greed and pride of men reaches its end, a divine tree will emerge from the ground to punish the greedy.	인간들의 욕심과 오만에 그 끝에 달할 때, 지하에서 성스러운 나무가 자라나 오만한 자들을 벌하고 그 모든 것을 앗아가리라.	교단의 성물
QUEST_20150804_002401	Nothing is written on it.	아무것도 쓰여져 있지 않다.				비문
QUEST_20150908_002402	{memo X}Obtained the wood	수풀 획득				
QUEST_20150918_002403	There are no missions for today.	오늘은 진행할 수 있는 의뢰가 없네요.	QUEST_20150729_002281	{memo X}Hmm… Have the party members fully gathered yet?	음.. 아직 파티원들이 다 모이지 않은 것 같은데요?	접수원 람다
QUEST_20150918_002404	$There are only missions that seem difficult to you.{nl} Please come again another time.	당신께 벅차보이는 의뢰만 있네요.{nl}다음에 다시 찾아주세요.	QUEST_20150729_002282	{memo X}$Welcome to the Commissioner's Office. {nl}Unfortunately… I don't have any appropriate requests for you yet.{nl}	어서 오세요, 용병 의뢰소입니다. {nl}그런데.. 아직 적당한 의뢰가 없네요.{nl}	접수원 람다
QUEST_20150918_002405	Historic Site Ruins	폐허 유적지				
QUEST_20150918_002406	Historic Site Ruins (Recommended LV : 90). Only you and your party members can enter together.{nl}Are you sure you want to enter?	폐허 유적지(권장레벨:90)으로, 당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.{nl}입장하시겠습니까?				폐허 유적지
QUEST_20150918_002407	Right. Goddess Laima is the strangest of them all.{nl}No one knows when she disappeared. To be honest, I don't know if she really is a Goddess.{nl}	맞아요. 제일 이상한 건 라이마 여신이세요.{nl}언제 사라지신 건지 아무도 모르거든요. 솔직히 진짜로 계시는 여신인지도 모르겠어요.{nl}	QUEST_20150714_002035	{memo X}$Yeah. There's something weird about Goddess Laima. {nl}No one seems to know when she disappeared. To be honest nobody seems to really know whether or not she actually is a Goddess.	맞아요. 제일 이상한 건 라이마 여신이세요.{nl}언제 사라지신 건지 아무도 모르거든요. 솔직히 진짜로 계시는 여신인지도 몰라요.{nl}	담담한 미망인
QUEST_20150918_002408	Even if they say the world is doomed, our soldiers will guard this place until the end. {nl}However, we won't be responsible for your dangerous activities so be careful.	아무리 세상이 망했다곤 하지만 여긴 저희 병사들이 끝까지 사수할 겁니다.{nl}하지만 위험한 행동은 저희도 책임져 드리지 않으니 조심하십시오.	QUEST_20150317_000101	{memo X}There are monsters beyond this point. Be careful.	여기서부턴 몬스터가 나오니 위험한 행동은 자제하시길 바랍니다.	샤울레이 경비병
QUEST_20150918_002409	Welcome. Uska is waiting for you in the central square of Klaipeda. {nl}Well, is there anything that you are unsure of?	어서 오시죠. 우스카님이 계시자님을 클라페다 중앙 광장에서 기다리고 계십니다.{nl}참, 미처 숙지하지 못한 사항이 있으십니까?	QUEST_20150317_000174	{memo X}Welcome, welcome. {nl}Sir Uska is waiting at Klaipeda's central square. {nl}Oh, did you need anything else, first?	어서 오시죠. 우스카님이 클라페다 중앙 광장에서 기다리고 계십니다.{nl}참, 미처 숙지하지 못한 사항이 있으십니까?	클라페다 안내병
QUEST_20150918_002410	{memo X}$But this is also my ordeal and mission that Laima has seen. {nl}I will tell you Laima's message.{nl}	허나 이것 또한 라이마가 보았던 나의 시련이자 사명일 터.. {nl}그대에게 라이마의 전언을 들려드리겠습니다.{nl}	QUEST_20150317_000282	{memo X}Thanks to you, I have regained my strength, but it has only just begun. {nl}In return, I shall lure away the demons with a false revelation at the tower.	그대 덕분에 힘을 되찾을 수 있었습니다만, 이제부터 시작일 터.{nl}나는 그대를 보호하기 위해 이 탑에서 거짓 계시로 다른 마족들을 꾀어낼 것입니다.{nl}	여신 가비야
QUEST_20150918_002411	$Welcome! What do you need? {nl}Unlike my previous items, I made my best effort to collect these.	어서 오시지요! 무엇이 필요하십니까.{nl}물건은 예전같진 않지만, 그래도 최선을 다해 구비해 놓았습니다.	QUEST_LV_0100_20150317_001203	{memo X}Welcome! What do you need?{nl}The stuffs I have are not like old days, but I tried my best to prepare them.	어서 오십쇼! 뭐가 필요하십니까요?{nl}물건은 예전같진 않지만, 그래도 최선을 다해 구비해 놓았지요.	장비 상인
QUEST_20150918_002412	$I heard that the Revelator appeared and saved the Mage Tower. {nl}I can't imagine what would have happened to Fedimian if the Mage Tower fell. It's such a relief.{nl}Here, feel free to look around anytime.	얼마 전 나타난 계시자가 마법사의 탑을 구해냈다는 이야기를 들었어요.{nl}마법사의 탑 마저 당하면 페디미안은 어떻게 되었을지.. 정말 다행이에요.{nl}자, 언제든 편하게 살펴보세요.				잡화 상인
QUEST_20150918_002413	Fedimian used to be crowded with pilgrims in the past. {nl}I heard someone protected the Cathedral so I'm hoping it will be lively as it was during its glorious days.{nl}So, what kind of items are you looking for?	예전의 페디미안은 순례객들로 북적였었죠.{nl}어떤 계시자분이 대성당을 지켜냈다고 하니, 다시 북적일 날이 금방 오겠죠?{nl}자, 어떤 물건을 찾으세요?				잡화 상인
QUEST_20150918_002414	The red-haired wizard found the Revelator to save the Mage Tower {nl}even when there were other masters. He did save the Mage Tower so that was great but.. {nl}Anyway, browsing's free so have a look around.	붉은 머리의 마법사가 마법사의 탑을 구해줄 계시자를 찾았었지요.{nl}마스터들도 많은데 말이죠. 결국 마법사의 탑을 구했으니 굉장하다곤 생각하지만..{nl}어쨌든, 구경은 공짜이니 둘러보시지요.				장비 상인
QUEST_20150918_002415	Amazing, huh? The Revelator who protected the Cathedral.{nl}So we decided to not increase the price even though we're in tough times. Take your time.	굉장하지요? 대성당을 지켜냈다는 계시자 말입니다.{nl}그래서 어려운 시기지만 가격을 올리지 않기로 했습니다. 천천히 둘러보시지요.				장비 상인
QUEST_20150918_002416	$Have you heard the rumor? Regarding the Mage Tower? {nl}A Revelator defeated the Demon Lord. {nl}If father was around, I would have given you some discounts to celebrate.	소문 들으셨어요? 마법사의 탑 말예요.{nl}글쎄, 어떤 계시자가 거기서 마군주를 물리쳤다죠?{nl}아버지라도 계셨으면 기념으로 싸게 해 드렸을텐데.				대장장이
QUEST_20150918_002417	$The people of Fedimian live by the teachings of Maven.{nl}But the Demon Lord dirtied it. The Revelators sure punished him for the Goddess. {nl}Now, what do you want me to check?{nl}	페디미안의 사람들은 메이번님의 가르침대로 살아가고 있어요.{nl}그런데 그걸 마군주가 더럽혔다니.. 여신을 대신해 계시자님들이 대신 벌을 내려준 거예요.{nl}자, 무엇을 봐 드리면 될까요?{nl}				대장장이
QUEST_20150918_002418	I heard that some Revelator saved the Mage Tower. {nl}Fedimian should be safe now, right? {nl}Anyway, you might find some helpful items so look around. {nl}	어떤 계시자가 마법사의 탑을 구했다고 들었어요.{nl}이제 페디미안도 안심할 수 있겠지요?{nl}어쨌든, 도움이 될 만한 물건이 있을지 모르니 한번 잘 살펴보세요.				악세서리 상인
QUEST_20150918_002419	The expectations on the Revelator from all the people of Fedimian is increasing. {nl}News has spread that a certain Revelator defeated the Demon Lord holding the Cathedral.{nl}Anyway, you don't necessarily have to buy something so feel free to look around.	페디미안의 모두가 계시자들에게 거는 기대가 커지고 있어요.{nl}어떤 계시자가 대성당을 장악하던 마군주를 쓰러뜨렸다는 소식이 퍼졌거든요.{nl}어쨌든 꼭 물건을 사시지 않으셔도 되니까, 편하게 보세요.				악세서리 상인
QUEST_20150918_002420	Seems like something is in that grass.	저 풀더미 속에 무언가 있는 것 같다.	QUEST_20150317_000358	{memo X}Is something buried under that grass?	저 풀더미에 뭔가 묻혀 있는 게 아닐까?	릴리야의 메아리
QUEST_20150918_002421	{memo X}What was she looking for even when she was dying? {nl}There's definitely a tragic story behind all this.	죽어가면서도 그녀가 찾던 건 무엇이었을까.{nl}어쨌건 슬픈 사연임에는 틀림 없다.	QUEST_20150317_000360	{memo X}What was she looking for even when she was dying? {nl}There's definitely a tragic story behind all this.	죽어가면서도 그녀가 찾던 건 뭐였지?{nl}어쨌건 뭔가 슬픈 사연임에는 틀림 없다.	순례자 릴리야
QUEST_20150918_002422	Then something snapped. {nl}A fellow clergyman, I can't remember who, had murdered Dion in his sleep with a mace and I… {nl}Everyone… {nl}No one can remember why they wanted to become priest in the past anymore.	그리고 활은 활시위를 떠났다.{nl}기억 안나는 형제가 메이스를 들어 잠든 디온을 내려치고 내가..{nl}모두가.. {nl}반드시 사제가 될 거라며 눈을 빛내던 모습이라곤 더 이상 찾아볼 수가 없었지.{nl}	QUEST_20150323_001448	{memo X}Then something snapped. {n1}A fellow clergyman, I can't remember who, had murdered Dion in his sleep with a mace and I… {nl}Everyone… {nl}No one could remember why they wanted to become a priest anymore.	그리고 방아쇠는 당겨졌다.{nl}기억 안나는 형제가 메이스를 들어 잠든 디온을 내려치고 내가..{nl}모두가.. {nl}반드시 사제가 될 거라며 눈을 빛내던 모습이라곤 더 이상 찾아볼 수가 없었지.{nl}	버려진 일기장
QUEST_20150918_002423	Each Goddess Statue is known to have different abilities depending on which Goddess it depicts. {nl}For example, the statue of Goddess Zemyna gives a blessing that enhances any ability you want.	여신상마다 어떤 여신인지에 따라 특별한 능력이 있다고 전해지지요.{nl}가령 제미나 여신께선 원하는 능력을 키울 수 있도록 축복을 내려주십니다.{nl}	QUEST_20150317_000417	{memo X}Each Goddess Statue is known to have different abilities depending on which Goddess it depicts. {nl}Strangely, though that Statue is not of Goddess Vakarine, it can still send you to your desired location.	여신상마다 어떤 여신인지에 따라 특별한 능력이 있다고 전해지는데요.{nl}이상하게 저 여신상은 바카리네 여신도 아닌데 원하는 곳으로 보내줄 수 있다고 하는군요.	클라페다 경비병
QUEST_20150918_002424	$But the statue of Goddess Ausrine in Klaipeda is a bit strange. {nl}It moves you to a desired area even though such a thing is Goddess Vakarine's power.	그런데 이상한 건 클라페다의 아우슈리네 여신상 말입니다. {nl}바카리네 여신도 아닌데 원하는 곳으로 보내줄 수 있다고 하는 군요.				클라페다 경비병
QUEST_20150918_002425	Go down quickly. It's dangerous. {nl}This place is empty.	위험하니까 어서 내려가세요.{nl}여긴 아무것도 없다고요.				페디미안 경비병
QUEST_20150918_002426	I can't feel any spells.	마력이 전혀 느껴지지 않는다.	QUEST_20150317_000535	{memo X}It seems that the function stopped working.	기능이 정지된 거 같다.	수호자의 석상
QUEST_20150918_002427	It's empty now.	지금은 텅 비어있다.	QUEST_20150428_001917	{memo X}$You can't find anything yet.	지금은 아무것도 발견할 수 없다.	르귄가문의 상자
QUEST_20150918_002428	Underground Chapel Dungeon	성당 지하 던전				
QUEST_20150918_002429	Underground Chapel Dungeon (Recommended Lv : 40){nl}Only you and your party members can enter together.{nl}Do you want to enter?	성당 지하 던전(권장레벨:50)으로, 당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.{nl}입장하시겠습니까?				성당 지하 던전
QUEST_20150918_002430	Fallen Legwyn Family Dungeon	쇠락한 르권가문의 던전				
QUEST_20150918_002431	Fallen Legwyn Family Dungeon (Recommended Lv : 132){nl}Only you and your party members can enter together.{nl}Do you want to enter?	쇠락한 르권가문의 던전(권장레벨:132)으로, 당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.{nl}입장하시겠습니까?				쇠락한 르권가문의 던전
QUEST_20150918_002432	Grand Mage Tower Dungeon	대 마법사의 탑 던전				
QUEST_20150918_002433	Grand Mage Tower Dungeon (Recommended Lv : 190){nl}Only you and your party members can enter together.{nl}Do you want to enter?	대 마법사의 탑 던전(권장레벨:190)으로, 당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.{nl}입장하시겠습니까?				대 마법사의 탑 던전
QUEST_20150918_002434	Catacombs Underground Dungeon	카타콤 지하 던전				
QUEST_20150918_002435	Catacombs Underground Dungeon (Recommended Lv. 200){nl}Only you and your party members can enter together.{nl}Do you want to enter?	카타콤 지하 던전(권장레벨:200)으로, 당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.{nl}입장하시겠습니까?				카타콤 지하 던전
QUEST_20150918_002436	I'm looking over the shop because father is busy. {nl}I many not be as good as my father but my touch is precise. 	아버지가 바쁘셔서 제가 대신 가게를 보고 있어요.{nl}아버지만큼은 아니지만 그래도 손 끝은 정확하다고요.				대장장이
QUEST_20150918_002437	Look around! {nl}It's a bit crowded but many items are waiting to meet its owner.	천천히 구경해 보세요!{nl}좀 어수선하지만, 그래도 많은 물건들이 주인을 기다린답니다.				마켓 관리인
QUEST_20150918_002438	Warehouse Keeper Jadan	창고지기 자단				
QUEST_20150918_002439	Welcome. It sure is busy here, right?{nl} Please be patient with us as we're trying our best to restore the area.{nl}Anyway, what do you need me for?	어서오세요. 좀 정신이 없죠?{nl}아직 열심히 복구중이니까 이해해주세요.{nl}그건 그렇고, 무엇을 맡아드릴까요?				창고지기 자단
QUEST_20150918_002440	Fedimian was known for its silver craft. {nl}The town is still being restored but the skill of its people remain.	원래 이 페디미안은 은세공으로 유명한 도시였지요.{nl}도시는 아직 복구중이지만 아직 그 실력만큼은 남아 있답니다.				악세서리 상인
QUEST_20150918_002441	This place is insane. {nl}The only way to get rid of this cursed Tree Root Crystal is to burn it down. {nl}We need fire. A huge one.	이 곳은 미쳤다. {nl}이 저주 받은 나무뿌리 수정을 없애기 위해선 불을 지르는 수밖에 없어. {nl}불을 질러야 해. 아주 큰 불길이 필요해..	QUEST_20150428_001924	{memo X}$This place is insane. {nl}The only way to get rid of this cursed Tree Root Crystal is to burn the place down. {nl}It should all be burned.	이 곳은 미쳤다. {nl}이 저주 받은 나무뿌리 수정을 없애기 위해서는 불을 지르는 수밖에 없어. {nl}불을 질러야 돼.	그을린 실마리
QUEST_20150918_002442	Looks like there is something like a head of a Goddess Statue over there.	저쪽에서 여신상의 머리 같은 것이 보인다.				PC
QUEST_20150918_002443	There is a box over there. Shall we check it?	저기 상자가 있다. 가서 살펴 볼까?				PC
QUEST_20150918_002444	$Let's check the barrel over there.	저기 있는 나무통을 한 번 살펴 볼까?				PC
QUEST_20150918_002445	Looks like there is something like a wing of a Goddess Statue over there.	저쪽에 여신상의 날개 같은 것이 있다.				PC
QUEST_20150918_002446	Huh? How did you get up here?	어라? 여긴 어떻게 올라오신거죠?	QUEST_20150317_000604	{memo X}What? {nl}How did you get up here?	어라? 이 곳엔 어떻게 올라오신거죠?	페디미안 경비병
QUEST_20151001_002447		놀랍군요.{nl}이건 수 백년 전에 만들어진 것이 분명한데..{nl}지금의 당신을 바라보며 말하는 것 같습니다.{nl}	QUEST_20150317_000025	The dark aura is indeed unpleasant… {nl}But if this message is truly from the Goddess Laima, then I am simply in awe.	사악한 힘이나 의지는 전혀 느껴지지 않는군요.{nl}그렇다면 이 계시가 진짜 라이마 여신의.. 그저 놀랍습니다.	보코르 마스터
QUEST_20151001_002448		하지만 사악한 힘이나 의지는 전혀 느껴지지 않습니다.{nl}그렇다면 이 계시가 진짜 라이마 여신의.. 그렇군요.{nl}				보코르 마스터
QUEST_20151001_002449		더 놀라운 건 구원자라는 존재입니다.{nl}				보코르 마스터
QUEST_20151001_002450		그 많은 계시자 중에서 이 세계와 여신을 구할 수 있는 존재..{nl}바로 당신이 구원자라고 계시는 분명히 말하고 있습니다.{nl}				보코르 마스터
QUEST_20151001_002451		하지만 세상에 알리는 것은 피하는 게 좋겠습니다.{nl}모든 마족이 당신을 찾아 헤메길 원하지 않는다면요.{nl}				보코르 마스터
QUEST_20151001_002452		구원자에 대해 제가 더 이상 언급하는 것을 계시는 원치 않는 것 같군요.{nl}자, 어서 우스카님께 돌아가세요.{nl}	QUEST_20150317_000026	Well, you should hurry and go find Sir Uska. {nl}He will tell you where to go next. {nl}May the Goddess bless your fate…	자, 어서 우스카님께 돌아가세요.{nl}그분이라면 당신이 어디로 가야 할지를 알려줄 겁니다.{nl}당신의 앞날에 여신의 축복이 깃들기를..	보코르 마스터
QUEST_20151001_002453		그분이라면 당신이 어디로 가야 할지 알려줄 겁니다.{nl}계시자이자 구원자인 당신의 앞날에 여신의 축복이 깃들기를..				보코르 마스터
QUEST_20151001_002454		접수원 리암				
QUEST_20151001_002455		어떤 의뢰를 찾으시나요?				접수원 리암
QUEST_20151001_002456		믿을 수 있는 동료와 함께해주세요.				접수원 리암
QUEST_20151001_002457		적당한 의뢰가 없네요.{nl}다음에 다시 찾아주세요.				접수원 리암
QUEST_20151001_002458		진행중인 의뢰가 있으시네요.{nl}의뢰를 끝내고 다시 찾아주세요.				접수원 리암
QUEST_20151001_002459		의뢰는 파티장님이 수락하실 수 있습니다.				접수원 리암
QUEST_20151001_002460	Thorn Vine Forest Dungeon	가시 덩쿨 숲				
QUEST_20151001_002461		가시 덩쿨 숲(권장레벨:175)으로, 당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.{nl}입장하시겠습니까?				가시 덩쿨 숲
QUEST_20151001_002462		그 재앙으로 인해 정말 많은 사람들이 여신의 품으로 떠났죠.{nl}얌전했던 몬스터들도 흉폭해지고 새로운 몬스터도 많이 생겨났어요.{nl}	QUEST_20150317_000108	It was a disaster… Many people were either injured or killed. {nl}Once gentle creatures grew fierce and many new monsters emerged.	그 재앙으로 인해 정말 많은 사람들이 죽거나 다쳤죠.{nl}얌전했던 몬스터들도 흉폭해지고 새로운 몬스터도 많이 생겨났어요.{nl}	클라페다 주민
QUEST_20151001_002463		가장 좋은 무기와 방어구는 오랜 시간 아껴 쓰면서 길이 잘 든 것이 제일이라고 생각한다네. 그렇게 되려면 먼저 좋은 물건을 사야겠지.	QUEST_LV_0100_20150317_000432	$I think the best weapons and armor are the ones that you get used to over a long period time.{nl}In order to do so, you must first start by buying good items.	가장 좋은 무기와 방어구는 오랜 시간 아껴 쓰면서 길이 잘 든 것이 제일이라고 생각한다네. 그렇게 되려면 먼저 좋은 물건을 사야겠지. 	장비 상인
QUEST_20151001_002464		내가 파는 물건들은 가격도 품질도 나쁘지 않다네.	QUEST_LV_0100_20150317_000447	$The things I sell are good both in price and quality.	내가 파는 물건들은 가격도 품질도 나쁘지 않다네. 	장비 상인
QUEST_20151001_002465		우스카님의 모집 공고 덕분에 손님이 많이 늘었군.{nl}부담갖지 말고 천천히 살펴 보게.	QUEST_LV_0100_20150317_000452	$A lot of people seem to be coming thanks to Uska's recruitment notice.	우스카님의 모집 공고 덕분에 사람들이 많이 찾아오는 것 같군.	장비 상인
QUEST_20151001_002466		우스카님이 직접 클라페다를 돌아보시던 때가 좋았어.	QUEST_LV_0100_20150317_000474	$Better were the days when Commander Uska took care of Klaipeda himself.	우스카님이 직접 클라페다를 돌아보시던 때가 좋았어. 	클라페다 시민
QUEST_20151001_002467		지성. 냉철한 판단력. 냉정한 이성. 우리 크리오맨서에게 요구되는 자질들이지요.{nl}세상이 어떻게 된다 한들 변하지 않는 철칙입니다.	QUEST_LV_0100_20150317_000490	$Intelligence, calm judgement and cold rationality.{nl}These are the qualities required for our Cryomancers.	지성. 냉철한 판단력. 냉정한 이성.{nl}우리 크리오맨서에게 요구되는 자질들이지요.	크리오맨서 마스터
QUEST_20151001_002468		그저 용맹만을 추구한다면 그 끝은 허망한 죽음일 것입니다.{nl}그대가 계시자로서 세상을 구하고자 한다면, 펠타스타의 방패를 드십시오.	QUEST_LV_0100_20150317_000492	$It is vain death that lies at the end for those who only seek dauntlessness.{nl}If you wish to achieve true justice, lift the shield of Peltasta.	그저 용맹만을 추구한다면 그 끝은 허망한 죽음일 것입니다.{nl}그대가 진정 정의를 실현하려 한다면, 펠타스타의 방패를 드십시오.	펠타스타 마스터
QUEST_20151001_002469		도시 바깥에선 몬스터들이 떼지어 몰려다닌다고 하더군.{nl}미련하게 한 마리씩 해치우느니 내 기술을 배우는 게 더 나아.	QUEST_LV_0100_20150511_006869	I heard the monsters are moving in herds outside Klaipeda.{nl}Instead of defeating them all at once, it will be better to learn my skills.	클라페다 바깥에선 몬스터들이 떼지어 몰려다닌다고 하더군.{nl}미련하게 한 마리씩 해치우느니 내 기술을 배우는 게 더 나아.	레인저 마스터
QUEST_20151001_002470		이제 곧 내 특제 장치가 작동할 것이다.{nl}날 따라 한다면 그대도 마법사의 탑으로 들어갈 수는 있겠지.{nl}	QUEST_20150317_000166	Then, my special device will activate. {nl}If you do as I did, you will be able to enter the tower as well.	이제 곧 나의 특제 장치가 작동할 것이다.{nl}날 따라 한다면 그대도 마법사의 탑으로 들어갈 수는 있겠지.{nl}	이름 모를 도둑의 비석
QUEST_20151001_002471		남의 탑을 침입하고 남의 물건을 손댄 어리석은 도적을 불태웠다.{nl}허나 그의 비석은 침입자에 대한 경고로써 남겨두는 바이다. {nl} -아가일라 플러리-				교훈의 비석
QUEST_20151001_002472		대지의 요새가 함락되고 루클리스 장군께서 전사하셨다고 한다. {nl}리디아 샤펜의 화살에 당했다고도 하고, 왕실 마법사의 마법에 당했다고도 하고 소문이 여러 가지라 정확한 사실은 모르지만, 돌아가신 것은 확실한 모양이다. {nl}하늘이 무너진 듯하다.	QUEST_20150714_002068	$General Ruklys has fallen in battle, and the Great Earth Fortress has been taken. {nl}Some people say he was killed by Lydia Schaffen's arrow while others say by the royal magicians' magic. {nl}It is indeed sad news.	대지의 요새가 함락되고 루클리스 장군께서 전사하셨다고 한다. {nl}리디아 샤펜의 화살에 죽었다고도 하고, 왕실 마법사의 마법에 당했다고도 하고 소문이 여러 가지라 정확한 사실은 모르지만, 돌아가신 것은 확실한 모양이다. {nl}하늘이 무너진 듯하다.	시민의 기록
QUEST_20151001_002473		아무런 가망이 없다. 아아.. 사랑하는 리델.{nl}왕국군은 약속을 지키지 않았어. 우린 모두 죽고 말 거라고.{nl}	QUEST_20150714_002077	$There's no hope at all. Ah… my lovely Ridell. {nl}The kingdom soldiers did not keep their word. We're all going to die.	아무런 가망이 없다. 아아.. 나의 사랑하는 리델.{nl}왕국군은 약속을 지키지 않았어. 우린 모두 죽고 말 거라고.{nl}	반란군의 기록
